# k[Mpc^-1]  P(k)[uK^2 Mpc^3]  sigmaP(k)[uK^2 Mpc^3]  Pnoise(k)[uK^2 Mpc^3]  Nmodes(k)  fres(k)
2.289198867979276741e+00 4.225304552995801259e+02 1.918325231883671552e+19 2.083549317142130167e+04 2.165158398508259052e+04 7.531054826348610095e-18
2.350244171125391190e+00 4.158823697162480926e+02 1.266803799104923402e+20 2.083549317142130167e+04 2.282173181289861532e+04 1.110461203442485581e-18
2.411289474271504751e+00 4.241170867834450178e+02 8.781575876812838011e+20 2.083549317142130167e+04 2.402267300460451952e+04 1.561968155566977268e-19
2.472334777417619200e+00 4.170169509663101621e+02 6.381316271444314817e+21 2.083549317142130167e+04 2.525440756020033587e+04 2.095710887136137740e-20
2.533380080563732761e+00 4.081229126527827020e+02 4.864251054221565100e+22 2.083549317142130167e+04 2.651693547968603161e+04 2.681950738587146440e-21
2.594425383709847210e+00 4.052205950902461495e+02 3.891042155454705697e+23 2.083549317142130167e+04 2.781025676306163587e+04 3.273412008570661033e-22
2.655470686855960771e+00 4.028733080260543034e+02 3.265629162378527733e+24 2.083549317142130167e+04 2.913437141032712316e+04 3.810231987191656027e-23
2.716515990002075220e+00 4.067475985455779437e+02 2.876426010041055430e+25 2.083549317142130167e+04 3.048927942148252623e+04 4.229349152042093890e-24
2.777561293148188781e+00 4.049860497788833413e+02 2.657674724171822754e+26 2.083549317142130167e+04 3.187498079652779779e+04 4.476488972491099859e-25
2.838606596294303230e+00 4.047236030275682879e+02 2.576787779633967281e+27 2.083549317142130167e+04 3.329147553546298877e+04 4.517662368994646356e-26
2.899651899440416791e+00 4.029869260878531918e+02 2.621462439401907913e+28 2.083549317142130167e+04 3.473876363828805188e+04 4.346829597416169340e-27
2.960697202586531240e+00 4.033070914348552947e+02 2.798919331616614370e+29 2.083549317142130167e+04 3.621684510500302713e+04 3.987349379745450789e-28
3.021742505732645689e+00 4.006651354154736282e+02 3.135726694755438681e+30 2.083549317142130167e+04 3.772571993560790725e+04 3.486735333608129975e-29
